pair_key,buyer_nif,buyer_name,supplier_nif,supplier_name,entity_type,distrito,n_contracts,n_near,near_rate,z_score,total_value,min_gap_days,years_active,tier
512065837|509238564,512065837,Município do Corvo,509238564,MSAF. Sociedade de Advogados RL,Município,Região Autónoma dos Açores,7,7,1.0,4.036247901918048,137600.0,358.0,7,In observation
512070946|509238564,512070946,Município da Madalena,509238564,"MSAF- Morais Sarmento, Almeida Farinha &amp; Associados. Sociedade de Advogados SP, RL",Município,Região Autónoma dos Açores,6,6,1.0,4.036247901918048,119940.0,362.0,6,In observation
512074143|509238564,512074143,Município das Lajes do Pico,509238564,"MSAF- Morais Sarmento, Almeida Farinha &amp; Associados- Sociedade de Advogados, SP, R.L",Município,Região Autónoma dos Açores,6,6,1.0,4.036247901918048,108000.0,353.0,6,In observation
600014576|507349601,600014576,Secretaria-Geral do Ministério dos Negócios Estrangeiros,507349601,"ARMIS – SISTEMAS DE INFORMAÇÃO, LDA.",Ministério,Lisboa,5,5,1.0,4.036247901918048,99310.0,134.0,4,In observation
600080676|504961187,600080676,Agrupamento Vertical de Escolas de Marco de Canaveses,504961187,IRMC-Centro de Informática e Contabilidade Lda,Outro,Porto,5,5,1.0,4.036247901918048,96700.0,355.0,5,In observation
600083632|508924871,600083632,"Agrupamento de Escolas de Águas Santas, Maia",508924871,"MAGNICÁLCULO UNIPESSOAL, LDA",Outro,Porto,7,7,1.0,4.036247901918048,139860.0,151.0,7,In observation
501144218|513230726,501144218,Câmara Municipal de Sesimbra,513230726,ASSOCIAÇÃO DAS ORQUESTRAS SINFÓNICAS JUVENIS SISTEMA PORTUGAL,Município,Setúbal,7,6,0.8571428571428571,3.4242475085569293,143761.2,262.0,6,In observation
501157280|509074227,501157280,Município de Santa Maria da Feira,509074227,"Detalhe Virtual - Sistemas Técnicos, Lda.",Município,Aveiro,7,6,0.8571428571428571,3.4242475085569293,130334.64,63.0,5,In observation
501306099|500540179,501306099,Município do Porto,500540179,"J. E. DIAS COSTA, LDA",Município,Porto,7,6,0.8571428571428571,3.4242475085569293,127500.0,0.0,6,In observation
505371600|503632104,505371600,Município de Vila Nova de Poiares,503632104,Dueceira - Associação de Desenvolvimento do Ceira e Dueça,Município,Coimbra,7,6,0.8571428571428571,3.4242475085569293,117000.0,329.0,7,In observation
506361608|515083704,506361608,"Centro Hospitalar do Médio Tejo, E. P. E.",515083704,ADSTERT,Hospital,Santarém,7,6,0.8571428571428571,3.4242475085569293,154586.8,64.0,6,In observation
506810496|513415734,506810496,Freguesia de Campolide,513415734,"Localgest - Serviços de Contabilidade e Gestão, Unipessoal, Lda.",Freguesia,Lisboa,7,6,0.8571428571428571,3.4242475085569293,151000.0,258.0,6,In observation
512077843|509238564,512077843,"Portos dos Açores, S. A.",509238564,"MSAF - Morais Sarmento, Almeida Farinha &amp; Associados - Sociedade de Advogados SP, RL",Outro,Região Autónoma dos Açores,7,6,0.8571428571428571,3.4242475085569293,187560.0,366.0,7,In observation
502173653|505365456,502173653,Município de Torres Vedras,505365456,"Jomarlux - Comércio de Material Electrico, Lda",Município,Lisboa,6,5,0.8333333333333334,3.3222474429967432,124300.0,282.0,6,In observation
504577484|UNKNOWN,504577484,APEPO-Associação Para o Ensino Profissional do Oeste,,Jorge Hernâni de Almeida Seabra,Outro,Leiria,6,5,0.8333333333333334,3.3222474429967432,110620.0,14.0,4,In observation
505309939|509597009,505309939,Município de Portimão,509597009,"Pedras Mudas, Unipessoal, Lda",Município,Faro,6,5,0.8333333333333334,3.3222474429967432,144150.0,11.0,4,In observation
506321894|514138416,506321894,Município de Olhão,514138416,"Paulo Ângelo Jacinto Unipessoal, Lda",Município,Faro,6,5,0.8333333333333334,3.3222474429967432,147980.0,111.0,5,In observation
506656128|513328483,506656128,Município de Paredes,513328483,"O Paredense - Comunicação, Unipessoal, Lda",Município,Porto,6,5,0.8333333333333334,3.3222474429967432,114500.0,369.0,6,In observation
512074143|512012377,512074143,Município das Lajes do Pico,512012377,O Dever,Município,Região Autónoma dos Açores,6,5,0.8333333333333334,3.3222474429967432,122799.93,333.0,6,In observation
600067963|501751564,600067963,"Escola Profissional de Agricultura e Desenvolvimento Rural de Cister, Alcobaça",501751564,Agripóvoa,Outro,Leiria,6,5,0.8333333333333334,3.3222474429967432,110338.0,297.0,6,In observation
500051054|506800954,500051054,Município de Almada,506800954,NCS - Número de Ciclos por Segundo,Município,Setúbal,5,4,0.8,3.1794473512124823,96100.0,364.0,5,In observation
500051070|502161078,500051070,Município de Lisboa,502161078,"KPMG &amp; Associados - Sociedade de Revisores Oficiais de Contas, S.A",Município,Lisboa,5,4,0.8,3.1794473512124823,154600.0,21.0,4,In observation
500051070|509803229,500051070,Município de Lisboa,509803229,"OTTO SERVICE PROVIDER UNIPESOAL, LDA",Município,Lisboa,5,4,0.8,3.1794473512124823,128300.0,0.0,2,In observation
500225680|505141019,500225680,"Rádio e Televisão de Portugal, S. A.",505141019,"VORTAL-COMERCIO ELECT.CONS.MULTIMEDIA, SA",Outro,Lisboa,5,4,0.8,3.1794473512124823,89820.0,287.0,5,In observation
500960950|500145415,500960950,Serviços Sociais da Polícia de Segurança Pública,500145415,RECHEIO - CASH AND CARRY,Outro,Lisboa,5,4,0.8,3.1794473512124823,100749.0,345.0,5,In observation
501273433|510075398,501273433,Município de Almeirim,510075398,Verdade das Palavras,Município,Santarém,5,4,0.8,3.1794473512124823,88100.0,302.0,5,In observation
501460888|510784135,501460888,"Instituto da Habitação e da Reabilitação Urbana, I. P.",510784135,Rogério Alves &amp; Associados - Soc. de Advogados RL,Instituto,Lisboa,5,4,0.8,3.1794473512124823,84700.0,155.0,4,In observation
501461108|510923690,501461108,Universidade de Aveiro,510923690,"E4S,Lda",Outro,Aveiro,5,4,0.8,3.1794473512124823,85950.0,0.0,2,In observation
502017368|510323359,502017368,Autoridade Nacional de Comunicações,510323359,"GIANTSTEP, LDA",Outro,Lisboa,5,4,0.8,3.1794473512124823,91272.0,183.0,4,In observation
502237490|501340114,502237490,"Instituto Nacional de Estatística, I. P.",501340114,"PENGEST – PLANEAMENTO, ENGENHARIA E GESTÃO, SA",Instituto,Lisboa,5,4,0.8,3.1794473512124823,139300.0,189.0,4,In observation
502266694|510315674,502266694,Comunidade Intermunicipal do Oeste,510315674,"Fanha Vieira &amp; Associados, Sociedade de Advogados, RL",Outro,Leiria,5,4,0.8,3.1794473512124823,139200.0,403.0,5,In observation
503148776|502530286,503148776,"Administração Regional de Saúde de Lisboa e Vale do Tejo, I. P.",502530286,"LUSO CUANZA- SOCIEDADE DE IMPORTAÇÃO E EXPORTAÇÃO, LDA.",Outro,Lisboa,5,4,0.8,3.1794473512124823,80921.0,76.0,4,In observation
503756237|502726890,503756237,AGENCIA DE GESTÃO DA TESOUR. E DIVIDA PUBLICA-EPE,502726890,"GFI Portugal -Tecnologias de Informação, S.A.",Outro,Lisboa,5,4,0.8,3.1794473512124823,83360.49,343.0,4,In observation
506192164|513406794,506192164,Município de Penamacor,513406794,"Bastos, Amorim e Araújo - Consultoria Trading, Lda.",Município,Castelo Branco,5,4,0.8,3.1794473512124823,109800.0,345.0,5,In observation
506320120|507510453,506320120,"Agência para o Investimento e Comércio Externo de Portugal, E. P. E.",507510453,"Marksearch - Estudos Mercado, Unipessoal, Lda.",Outro,,5,4,0.8,3.1794473512124823,101400.0,69.0,4,In observation
506334562|516183362,506334562,Município de Pombal,516183362,"Capeleiria Unipessoal, Lda., Lda.",Município,Leiria,5,4,0.8,3.1794473512124823,102650.0,169.0,4,In observation
506656128|505738058,506656128,Município de Paredes,505738058,"UNI-Comunicação, S.A",Município,Porto,5,4,0.8,3.1794473512124823,94600.0,353.0,5,In observation
506792382|506379370,506792382,Município da Mealhada,506379370,"Síntese - Consultoria em Planeamento, Lda",Município,Aveiro,5,4,0.8,3.1794473512124823,82850.0,140.0,4,In observation
506852032|504094386,506852032,Município de Sernancelhe,504094386,Hotel Rural Convento Nossa Senhora do Carmo Lda,Município,Viseu,5,4,0.8,3.1794473512124823,118400.0,8.0,4,In observation
506874249|503821012,506874249,Município de Alcobaça,503821012,"SOCIEDADE PORTUGUESA DE INOVAÇÃO - Consultadoria Empresarial e Fomento da Inovação, S.A.",Município,Leiria,5,4,0.8,3.1794473512124823,83290.0,111.0,4,In observation
506901173|502266643,506901173,Município de Braga,502266643,Fundação de Serralves,Município,Braga,5,4,0.8,3.1794473512124823,87250.0,249.0,5,In observation
506901173|506398188,506901173,Município de Braga,506398188,"Movielight, Produções Audiovisuais e Multimédia, Lda.",Município,Braga,5,4,0.8,3.1794473512124823,102183.0,281.0,5,In observation
506912833|502856408,506912833,Município de Vagos,502856408,Vitor Almeida &amp; Filhos S.A,Município,Aveiro,5,4,0.8,3.1794473512124823,139326.0,103.0,4,In observation
507700651|503682454,507700651,"Penafiel Verde, E. M.",503682454,"Autoguilhufense, Lda",Outro,Porto,5,4,0.8,3.1794473512124823,105944.0,249.0,4,In observation
510841350|514350806,510841350,"União das Freguesias do Seixal, Arrentela e Aldeia de Paio Pires",514350806,"Diverlight - Iluminações, Unipessoal Lda.",Freguesia,Setúbal,5,4,0.8,3.1794473512124823,131800.0,355.0,5,In observation
515545180|504595440,515545180,"Hospital de Braga, E. P. E.",504595440,"GADSA – Arquivo e Depósito, S.A.,",Hospital,Braga,5,4,0.8,3.1794473512124823,96460.75,325.0,5,In observation
600021777|514646284,600021777,"Escola Secundária Rocha Peixoto, Póvoa de Varzim",514646284,"Domingues &amp; Sá, Lda.",Outro,Porto,5,4,0.8,3.1794473512124823,99338.86,1.0,2,In observation
600079791|509381448,600079791,Agrupamento de Escolas Marcelino Mesquita do Cartaxo,509381448,"Papetarget, SA",Outro,Santarém,5,4,0.8,3.1794473512124823,86000.0,300.0,5,In observation
680047930|514999713,680047930,Serviços Municipalizados de Água e Saneamento do Município de Montijo,514999713,EGEO Circular SA,Município,Setúbal,5,4,0.8,3.1794473512124823,109180.0,422.0,5,In observation
504004522|510807453,504004522,Associação de Municípios da Terra Fria do Nordeste Transmontano,510807453,SIGWAY Sistemas Integrados de Gestão Lda,Município,Braganca,7,5,0.7142857142857143,2.8122471151958113,148761.36,317.0,7,In observation
506612287|503945650,506612287,Município de Nisa,503945650,"JOÃO SERRAS, LDA.",Município,Portalegre,7,5,0.7142857142857143,2.8122471151958113,135996.76,332.0,7,In observation
506963837|510958338,506963837,Município da Sertã,510958338,"Get Mood, Unipessoal, Lda",Município,Castelo Branco,7,5,0.7142857142857143,2.8122471151958113,129743.0,40.0,6,In observation
508080142|501989978,508080142,"Centro Hospitalar Universitário Lisboa Central, E. P. E.",501989978,Quidgest-Consultores de Gestão S.A.,Hospital,Lisboa,7,5,0.7142857142857143,2.8122471151958113,109420.0,18.0,5,In observation
508195446|501770038,508195446,"Instituto da Mobilidade e dos Transportes, I. P.",501770038,"Exacto-Sociedade de Estado e Planeamento, Lda",Instituto,Lisboa,7,5,0.7142857142857143,2.8122471151958113,121700.0,6.0,2,In observation
508887780|509173071,508887780,Comunidade Intermunicipal do Ave,509173071,"Mota-Prego, Torrinha, Cordier &amp; Costa, Sociedade de Advogados, R.L",Outro,Braga,7,5,0.7142857142857143,2.8122471151958113,152000.0,305.0,7,In observation
600073041|510691331,600073041,"Agrupamento de Escolas de Monserrate, Viana do Castelo",510691331,Cálculoessencial,Outro,Viana do Castelo,7,5,0.7142857142857143,2.8122471151958113,133050.0,333.0,7,In observation
680000054|980609089,680000054,Serviços Municipalizados de Água e Saneamento de Sintra,980609089,AIG Europe SA - Sucursal em Portugal,Outro,Lisboa,7,5,0.7142857142857143,2.8122471151958113,167853.94,355.0,7,In observation
500792771|501926003,500792771,Banco de Portugal,501926003,"Easyvista, S.A.",Outro,Lisboa,6,4,0.6666666666666666,2.608246984075438,519910.0,492.0,6,In observation
500793263|UNKNOWN,500793263,Academia de Música de Viana do Castelo - Conservatório Regional do Alto Minho,,Elsa Maria  de barros Barbosa Leites,Outro,Viana do Castelo,6,4,0.6666666666666666,2.608246984075438,104292.1,0.0,2,In observation
500900469|510540309,500900469,Serviço de Utilização Comum dos Hospitais,510540309,"GREENSECRETS UNIPESSOAL,LDA.",Outro,Lisboa,6,4,0.6666666666666666,2.608246984075438,109702.0,303.0,6,In observation
501073655|514148306,501073655,Município de Marco de Canaveses,514148306,"Associação Nativa - Natureza, Invasoras e Valorização Ambiental",Município,Porto,6,4,0.6666666666666666,2.608246984075438,145000.0,341.0,6,In observation
501121536|510087892,501121536,Município de Torre de Moncorvo,510087892,"Intensiluz - Material Eléctrico, Lda.",Município,Braganca,6,4,0.6666666666666666,2.608246984075438,120132.79000000001,272.0,6,In observation
501222634|515837300,501222634,Município de Caldas da Rainha,515837300,"Kausa Advogados - Mafalda Fernandes, Raquel Alves &amp; Associados - Sociedade de Advogados",Município,Leiria,6,4,0.6666666666666666,2.608246984075438,89850.0,1.0,2,In observation
501306099|504104020,501306099,Município do Porto,504104020,RAMALHO &amp; REBELO - DESIGN LDA,Município,Porto,6,4,0.6666666666666666,2.608246984075438,195380.0,118.0,4,In observation
501306870|514571497,501306870,Município de Santo Tirso,514571497,"VISITA CATITA UNIPESSOAL, LDA.",Município,Porto,6,4,0.6666666666666666,2.608246984075438,188750.0,54.0,4,In observation
501559094|510368719,501559094,Universidade Nova de Lisboa,510368719,SAUDADE ÀS FATIAS - CATERING E RESTAURAÇÃO UNIPESSOAL LDA,Outro,Lisboa,6,4,0.6666666666666666,2.608246984075438,170829.0,42.0,4,In observation
502017368|513625305,502017368,Autoridade Nacional de Comunicações,513625305,"Pelican Calculus Unipessoal, Lda",Outro,Lisboa,6,4,0.6666666666666666,2.608246984075438,110390.0,58.0,4,In observation
502834846|510070191,502834846,Município do Montijo,510070191,"ValeConsultores, Ldª.",Município,Setúbal,6,4,0.6666666666666666,2.608246984075438,124062.0,358.0,6,In observation
503584215|506645541,503584215,"EGEAC - Empresa de Gestão de Equipamentos e Animação Cultural, E. M., S. A.",506645541,AROMALIMPA LIMPEZAS INDUSTRIAIS S.A,Outro,Lisboa,6,4,0.6666666666666666,2.608246984075438,98707.71,81.0,4,In observation
503584215|513449809,503584215,"EGEAC - Empresa de Gestão de Equipamentos e Animação Cultural, E. M., S. A.",513449809,4 Company Hotels Lda,Outro,Lisboa,6,4,0.6666666666666666,2.608246984075438,124715.6,129.0,6,In observation
505998718|UNKNOWN,505998718,Freguesia de Oiã,,VIRGÍLIO RODRIGUES PEREIRA,Freguesia,Aveiro,6,4,0.6666666666666666,2.608246984075438,97310.0,357.0,6,In observation
506656128|507037952,506656128,Município de Paredes,507037952,"RPTOP PROJETOS DE ESPECIALIDADES MECÂNICAS PARA CONSTRUÇÃO CIVIL, LDª",Município,Porto,6,4,0.6666666666666666,2.608246984075438,304960.0,254.0,6,In observation
506656128|514902906,506656128,Município de Paredes,514902906,"DIVULGAPLAUSO - PUBLICIDADE UNIPESSOAL, LDA",Município,Porto,6,4,0.6666666666666666,2.608246984075438,168450.0,177.0,5,In observation
506791238|514281979,506791238,Município da Murtosa,514281979,"Globalpalcos, Unipessoal, L.da",Município,Aveiro,6,4,0.6666666666666666,2.608246984075438,134530.0,329.0,6,In observation
506833232|503095303,506833232,Município de Arganil,503095303,"Morais Leitão, Galvão Teles, Soares da Silva",Município,Coimbra,6,4,0.6666666666666666,2.608246984075438,216062.0,181.0,5,In observation
507718666|514299223,507718666,"CMPEA - Empresa de Águas do Município do Porto, E. M.",514299223,VanityMeridian Unipessoal Lda.,Município,Porto,6,4,0.6666666666666666,2.608246984075438,135139.0,94.0,5,In observation
508754496|501381171,508754496,Comunidade Intermunicipal do Minho - Lima,501381171,"Carlos Teixeira, Noé Gomes e Associado, SROC, Lda.",Outro,Viana do Castelo,6,4,0.6666666666666666,2.608246984075438,89699.32,186.0,4,In observation
508914698|515200786,508914698,"Polis Litoral Ria de Aveiro - Sociedade para a Requalificação e Valorização da Ria de Aveiro, S. A.",515200786,"KESTÃOCINTILANTE, LDA.",Outro,Aveiro,6,4,0.6666666666666666,2.608246984075438,147150.0,264.0,4,In observation
509822940|514929170,509822940,"Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.",514929170,Planeta Vertical Lda,Hospital,Viseu,6,4,0.6666666666666666,2.608246984075438,101448.0,35.0,2,In observation
510832806|506645541,510832806,Freguesia de Alvalade,506645541,"AROMALIMPA - Limpezas Industriais, S.A.",Freguesia,Lisboa,6,4,0.6666666666666666,2.608246984075438,134154.03,143.0,5,In observation
512065837|514689501,512065837,Município do Corvo,514689501,"BSP - Ludgero Bronze, Vítor de Sá Pereira &amp; Associados",Município,Região Autónoma dos Açores,6,4,0.6666666666666666,2.608246984075438,84000.0,165.0,3,In observation
600075311|500151571,600075311,"Agrupamento de Escolas Eng. Fernando Pinto de Oliveira,  Matosinhos",500151571,"Joaquim Costa Ferreira &amp; Filhos, Lda",Outro,Porto,6,4,0.6666666666666666,2.608246984075438,120175.0,280.0,6,In observation
600076326|500675252,600076326,Agrupamento de Escolas Professor João de Meira,500675252,"Lardomus - Sociedade de Alimentos, Lda",Outro,Braga,6,4,0.6666666666666666,2.608246984075438,91635.25,0.0,4,In observation
600077241|501067264,600077241,Agrupamento de Escolas de Arouca,501067264,União Panificadora Central Arouquense,Outro,Aveiro,6,4,0.6666666666666666,2.608246984075438,109700.0,0.0,3,In observation
600085155|500151571,600085155,Agrupamento Escolas Padrão da Légua,500151571,Costa Ferreira,Outro,Porto,6,4,0.6666666666666666,2.608246984075438,168535.0,308.0,5,In observation
680009671|980609089,680009671,SIMAR – Serviços Intermunicipalizados de Loures e Odivelas,980609089,"AIG EUROPE, SA - SUCURSAL  EM PORTUGAL",Outro,Lisboa,6,4,0.6666666666666666,2.608246984075438,101439.0,251.0,5,In observation
500051062|505869721,500051062,Município de Sintra,505869721,Instituto Superior de Agronomia,Município,Lisboa,5,3,0.6,2.322646800506916,73700.0,274.0,5,In observation
500051070|502289929,500051070,Município de Lisboa,502289929,"PLMJ ADVOGADOS, SP, RL",Município,Lisboa,5,3,0.6,2.322646800506916,196740.0,101.0,4,In observation
500051070|509725317,500051070,Município de Lisboa,509725317,Momentos Floridos,Município,Lisboa,5,3,0.6,2.322646800506916,79008.5,60.0,3,In observation
500051070|514352833,500051070,Município de Lisboa,514352833,"Ecomantém, Unipessoal, Lda",Município,Lisboa,5,3,0.6,2.322646800506916,207098.47999999998,0.0,3,In observation
500051070|516473069,500051070,Município de Lisboa,516473069,"Episódios e Epopeias, Lda.",Município,Lisboa,5,3,0.6,2.322646800506916,111900.0,295.0,5,In observation
500086826|509731562,500086826,"Docapesca - Portos e Lotas, S. A.",509731562,"LUXUS, Unipessoal, Lda.",Outro,Faro,5,3,0.6,2.322646800506916,96900.0,134.0,4,In observation
500792771|509072054,500792771,Banco de Portugal,509072054,"Integrity, S.A.",Outro,Lisboa,5,3,0.6,2.322646800506916,439864.88,136.0,4,In observation
500792887|500912645,500792887,"Imprensa Nacional - Casa da Moeda, S. A.",500912645,"Ernst &amp; Young, S.A.",Outro,Lisboa,5,3,0.6,2.322646800506916,84970.0,188.0,5,In observation
500792933|501768254,500792933,"ENATUR - Empresa Nacional de Turismo, S. A.",501768254,GESBANHA - Gestão e Contabilidade. SA,Outro,Lisboa,5,3,0.6,2.322646800506916,208754.0,349.0,5,In observation
500843139|513812032,500843139,Município de Caminha,513812032,"H.B. Branco, Lda.",Município,Viana do Castelo,5,3,0.6,2.322646800506916,77394.5,359.0,5,In observation
501067191|501722882,501067191,Município de Tavira,501722882,"Rádio Gilão Tavira - Cooperativa Rádio Difusão, CRL",Município,Faro,5,3,0.6,2.322646800506916,128169.0,426.0,5,In observation
501121536|502161078,501121536,Município de Torre de Moncorvo,502161078,"KPMG &amp; ASSOCIADOS - Sociedade de Revisores Oficiais de Contas, S.A.",Município,Braganca,5,3,0.6,2.322646800506916,202280.0,347.0,4,In observation
501138960|501461108,501138960,Município de Valongo,501461108,Universidade de Aveiro,Município,Porto,5,3,0.6,2.322646800506916,70433.02,0.0,3,In observation
501181857|504615947,501181857,Município de Sardoal,504615947,"Meo-Serviços de Comunicações e Multimédia, S.A",Município,Santarém,5,3,0.6,2.322646800506916,80576.32,130.0,4,In observation
501272976|514631481,501272976,Município de Montemor-o-Velho,514631481,"TOP RH – CONSULTING, UNIPESSOAL, LDA.",Município,Coimbra,5,3,0.6,2.322646800506916,125949.91,348.0,5,In observation
501273433|510650015,501273433,Município de Almeirim,510650015,"PÉTALA PRIMAVERA, CONSTRUÇÃO E MANUTENÇÃO DE ESPAÇOS VERDES, LDA",Município,Santarém,5,3,0.6,2.322646800506916,88080.0,353.0,5,In observation
501294996|501211225,501294996,Município de Loures,501211225,"Batalha dos Anjos, Lda.",Município,Lisboa,5,3,0.6,2.322646800506916,166740.0,127.0,4,In observation
501305912|501544801,501305912,Município de Matosinhos,501544801,"CARPNEU - SOCIEDADE COMERCIAL DE PNEUS E ACESSORIOS PARA AUTOMOVEIS, S.A.",Município,Porto,5,3,0.6,2.322646800506916,108158.46,0.0,4,In observation
501306099|507411072,501306099,Município do Porto,507411072,VISIONWARE SISTEMAS DE INFORMAÇÃO SA,Município,Porto,5,3,0.6,2.322646800506916,129450.0,24.0,4,In observation
501306099|513621156,501306099,Município do Porto,513621156,"MIGUEL DE BRITO MENDES, UNIPESSOAL LDA",Município,Porto,5,3,0.6,2.322646800506916,121932.98,111.0,4,In observation
501306269|516469983,501306269,Município de Ovar,516469983,"Granja e Simão, Lda",Município,Aveiro,5,3,0.6,2.322646800506916,86785.0,328.0,5,In observation
501442600|515046094,501442600,"Instituto do Emprego e da Formação Profissional, I. P.",515046094,"Centeno Lourenço Barata, Sociedade Unipessoal, Lda",Instituto,Santarém,5,3,0.6,2.322646800506916,76969.68,240.0,4,In observation
501559094|500246530,501559094,Universidade Nova de Lisboa,500246530,"Servisan - Produtos de Higiene, S.A",Outro,Lisboa,5,3,0.6,2.322646800506916,82125.95999999999,65.0,3,In observation
501559094|503501670,501559094,Universidade Nova de Lisboa,503501670,iberlim,Outro,Lisboa,5,3,0.6,2.322646800506916,135162.2,4.0,1,In observation
501559094|505906821,501559094,Universidade Nova de Lisboa,505906821,"Antares - Consulting Consultoria de Gestão, Lda",Outro,Lisboa,5,3,0.6,2.322646800506916,91500.0,343.0,5,In observation
501617582|505770490,501617582,Universidade de Coimbra,505770490,"Jardencanto,  Plantação e Conservação de Jardins, Lda",Outro,Coimbra,5,3,0.6,2.322646800506916,70740.0,348.0,5,In observation
501886354|500897964,501886354,CENCAL - Centro de Formação Profissional para a Indústria de Cerâmica,500897964,LameirasParques,Outro,Leiria,5,3,0.6,2.322646800506916,93110.0,305.0,5,In observation
